Haig Glacier Automatic Weather Station;;;;;;;;;;;;;;;;
Daily mean meteorological conditions, 2002-2015;;;;;;;lon;115.3018 W;;;;;;;albedo_flag=0:  estimated;
All data are mean daily values calculated from 30-minute AWS data.;;;;;;;lat;50.7124 N;;;;;;;albedo_flag=1: measured;
Missing data is gap-filled from the forefield AWS (lapsed/adjusted);;;;;;;elev;2665 m;;;;;;;;
See Marshall (HESS, 2014) and Marshall and Miller (Cryosphere, 2020) concerning the gap-filling methods.;;;;;;;;;;;;;;;;
;;;;;;;;;;SW in;SW out;;LW in;LW out;  albedo;
2012;98;-10,6;-17,7;-1,9;72,2;1,74;2,06;737,5;3,52;236,2;200,4;0,85;224,1;250,5;1;
2012;99;-9,6;-20,2;8,6;60,3;1,54;1,85;746,6;1,52;297,7;238,9;0,80;186,3;243,7;1;
2012;100;-6,2;-17,4;10,2;56,2;1,89;2,25;738,0;3,20;264,8;205,7;0,78;219,1;262,9;1;
2012;101;1,8;-7,8;15,3;37,7;2,17;2,58;737,9;1,59;252,8;199,1;0,79;230,1;282,8;1;
2012;102;2,9;-3,4;13,7;41,6;2,68;3,18;737,7;2,57;206,1;154,5;0,75;247,0;290,4;1;
2012;103;-3,3;-6,4;-1,1;82,2;3,30;3,96;745,4;4,16;105,9;94,7;0,89;282,6;288,4;1;
2012;104;-5,5;-7,9;-0,7;79,5;2,73;3,24;738,2;3,73;178,3;151,5;0,85;272,1;279,4;1;
2012;105;-6,4;-11,7;0,6;80,9;2,61;3,11;738,9;2,74;191,6;163,2;0,85;270,2;274,2;1;
2012;106;-7,0;-13,7;7,1;78,4;2,51;2,95;731,0;3,77;219,3;191,9;0,88;261,7;269,4;1;
2012;107;-6,5;-10,2;-0,5;82,0;2,65;3,13;735,7;2,62;194,1;164,0;0,84;266,7;275,5;1;
2012;108;-4,7;-8,3;3,4;78,5;2,83;3,40;747,7;1,33;230,5;193,5;0,84;265,2;279,9;1;
2012;109;-6,2;-10,1;1,7;80,5;2,66;3,15;737,5;1,72;209,5;176,6;0,84;260,1;273,0;1;
2012;110;-5,2;-10,6;4,9;73,8;2,62;3,11;736,8;2,22;239,5;201,5;0,84;248,2;274,0;1;
2012;111;-4,8;-9,2;2,4;71,9;2,61;3,11;742,1;2,86;245,7;204,7;0,83;260,1;278,2;1;
2012;112;-3,7;-11,5;5,4;56,1;2,21;2,64;742,9;2,74;310,4;247,0;0,80;198,6;271,1;1;
2012;113;1,8;-5,0;6,8;57,0;3,42;4,07;740,8;1,56;281,3;215,2;0,77;241,0;295,4;1;
2012;114;4,8;1,6;8,9;55,7;4,03;4,79;738,1;2,17;247,4;186,4;0,75;255,4;306,4;1;
2012;115;0,1;-2,4;3,9;85,4;4,44;5,25;735,1;1,80;95,4;76,6;0,80;299,9;304,4;1;
2012;116;0,0;-4,7;6,6;75,8;3,88;4,66;747,0;2,87;171,3;142,2;0,83;282,8;298,1;1;
2012;117;0,2;-2,4;9,4;86,0;4,57;5,36;730,8;4,12;112,0;95,7;0,85;300,8;303,3;1;
2012;118;-3,8;-7,9;1,0;81,3;3,18;3,76;735,3;2,99;168,1;144,2;0,86;279,6;285,9;1;
2012;119;-3,6;-14,0;6,6;66,1;2,60;3,13;749,3;1,37;344,3;268,2;0,78;205,6;272,6;1;
2012;120;-2,7;-7,6;4,2;71,9;3,06;3,67;745,1;3,22;216,7;181,4;0,84;253,6;284,7;1;
2012;121;-2,2;-6,3;7,1;83,6;3,70;4,40;738,7;2,25;172,8;151,6;0,88;292,0;290,6;1;
2012;122;-4,6;-7,1;0,4;81,2;2,97;3,55;743,5;3,29;199,7;172,3;0,86;278,3;282,3;1;
2012;123;-3,3;-8,1;9,1;81,8;3,28;3,94;746,4;4,22;231,6;200,6;0,87;289,8;283,5;1;
2012;124;-3,7;-12,9;7,0;78,0;3,06;3,62;735,9;2,80;255,7;215,2;0,84;269,5;278,7;1;
2012;125;-3,4;-7,5;5,6;82,5;3,35;3,95;732,9;2,69;249,8;207,8;0,83;287,1;286,3;1;
2012;126;-4,7;-7,9;1,8;82,1;3,01;3,57;737,6;3,15;229,2;191,5;0,84;272,7;281,2;1;
2012;127;-4,1;-11,5;3,8;67,4;2,59;3,08;740,8;2,67;362,5;287,2;0,79;210,9;273,8;1;
2012;128;-0,4;-9,6;7,9;60,5;3,15;3,73;738,4;2,99;346,3;260,3;0,75;224,5;285,5;1;
2012;129;2,9;-3,1;9,9;58,4;3,76;4,46;738,5;3,45;313,4;232,4;0,74;247,8;299,7;1;
2012;130;-2,0;-9,6;3,9;67,4;3,05;3,64;742,5;4,92;136,3;111,1;0,81;275,4;292,0;1;
2012;131;-9,3;-13,2;-2,2;61,4;1,57;1,85;734,8;3,28;272,7;222,3;0,82;227,2;258,0;1;
2012;132;-5,8;-13,0;2,1;51,1;1,73;2,05;736,3;3,78;381,4;283,8;0,74;186,3;264,7;1;
2012;133;-0,5;-10,7;7,8;43,3;2,17;2,56;733,3;3,32;371,6;264,1;0,71;207,9;281,9;1;
2012;134;4,1;-5,3;12,9;34,2;2,42;2,86;734,6;2,99;379,1;253,8;0,67;219,8;294,4;1;
2012;135;5,8;-4,7;16,7;38,1;3,03;3,62;742,2;2,17;358,9;238,0;0,66;234,5;298,6;1;
2012;136;7,8;1,2;17,3;32,4;2,98;3,54;739,1;2,79;330,5;219,3;0,66;244,8;305,5;1;
2012;137;4,4;-3,4;14,2;43,3;2,91;3,44;736,9;2,92;306,1;206,1;0,67;249,5;300,8;1;
2012;138;-2,6;-9,7;6,7;82,5;3,62;4,25;730,6;1,94;189,9;159,5;0,84;278,4;289,4;1;
2012;139;-4,3;-11,0;5,0;58,0;2,10;2,48;734,7;2,90;277,5;215,9;0,78;237,1;275,6;1;
2012;140;-2,6;-9,0;6,0;50,4;2,18;2,58;735,4;2,77;327,1;243,2;0,74;220,2;280,1;1;
2012;141;-1,0;-8,0;10,5;69,5;3,31;3,94;739,9;2,51;248,7;183,3;0,74;253,6;289,8;1;
2012;142;0,2;-3,0;6,9;91,2;4,78;5,72;743,3;2,94;160,7;130,8;0,81;302,5;303,8;1;
2012;143;-0,8;-5,0;5,2;87,6;4,31;5,12;738,5;3,34;222,3;195,9;0,88;293,5;299,1;1;
2012;144;-2,4;-5,9;4,3;79,7;3,43;4,10;744,4;2,89;257,6;217,1;0,84;280,2;291,2;1;
2012;145;-3,9;-7,3;2,7;77,7;2,99;3,57;743,4;3,20;259,1;217,7;0,84;271,2;282,5;1;
2012;146;-4,0;-8,0;4,2;73,9;2,87;3,41;737,6;3,69;259,1;215,9;0,83;268,4;282,5;1;
2012;147;-3,7;-8,6;5,4;72,3;2,87;3,43;742,5;2,80;248,8;204,1;0,82;256,1;282,1;1;
2012;148;-0,8;-9,4;11,2;53,0;2,70;3,24;747,7;1,68;275,8;212,3;0,77;233,6;282,3;1;
2012;149;1,3;-6,3;12,0;68,1;3,79;4,57;748,7;1,98;321,4;227,3;0,71;248,6;294,4;1;
2012;150;-1,0;-5,6;5,9;80,2;3,85;4,60;742,4;2,77;189,4;157,0;0,83;279,9;296,2;1;
2012;151;-1,9;-5,9;3,3;72,8;3,34;3,94;733,5;3,07;182,1;152,8;0,84;269,4;290,5;1;
2012;152;0,4;-2,5;4,5;77,8;4,18;4,95;737,1;2,90;184,5;157,3;0,85;288,7;301,1;1;
2012;153;0,7;-1,9;6,3;82,2;4,47;5,32;741,4;3,60;176,1;141,0;0,80;295,1;303,5;1;
2012;154;0,5;-2,3;4,9;77,4;4,16;4,93;736,7;3,22;181,5;141,6;0,78;289,4;303,5;1;
2012;155;-0,3;-3,9;5,9;79,2;3,96;4,73;742,3;2,70;206,1;161,0;0,78;285,2;299,9;1;
2012;156;2,6;-5,1;10,5;76,5;4,81;5,72;739,6;1,70;185,9;139,9;0,75;288,5;302,0;1;
2012;157;5,5;0,0;14,2;90,7;7,05;8,44;744,2;2,25;202,2;144,6;0,72;323,0;310,4;1;
2012;158;-2,7;-7,3;1,8;90,4;3,87;4,62;742,3;3,84;161,4;141,1;0,87;295,6;296,6;1;
2012;159;-2,1;-7,6;6,6;77,9;3,41;4,06;740,9;4,11;320,9;262,0;0,82;267,3;290,7;1;
2012;160;-0,3;-4,2;17,1;84,2;4,22;5,03;740,3;2,00;204,3;171,7;0,84;290,8;298,2;1;
2012;161;-2,2;-5,4;4,4;90,1;3,95;4,71;741,2;2,72;242,2;210,2;0,87;287,4;292,4;1;
2012;162;0,6;-2,9;6,1;83,4;4,47;5,30;737,5;3,59;233,1;188,3;0,81;297,6;303,4;1;
2012;163;3,3;-0,8;9,4;71,3;4,60;5,51;745,0;2,83;278,2;208,1;0,75;280,4;306,0;1;
2012;164;5,0;-0,3;13,1;62,8;4,61;5,49;740,6;2,30;317,3;224,1;0,71;262,8;305,3;1;
2012;165;1,1;-1,4;5,2;82,5;4,59;5,46;741,1;2,30;199,7;163,6;0,82;301,5;306,1;1;
2012;166;0,1;-4,1;7,0;78,0;4,06;4,84;742,2;2,57;198,7;155,7;0,78;287,8;300,7;1;
2012;167;0,9;-4,4;13,3;72,4;4,02;4,81;743,9;3,02;296,0;236,5;0,80;275,4;299,1;1;
2012;168;0,9;-1,8;4,0;77,1;4,30;5,12;740,2;4,41;114,4;93,7;0,82;293,7;303,0;1;
2012;169;1,1;-1,5;6,3;80,0;4,46;5,29;737,5;3,60;170,4;129,4;0,76;302,6;305,9;1;
2012;170;1,3;-2,5;9,7;82,4;4,64;5,55;743,5;1,86;242,1;195,8;0,81;304,5;304,5;1;
2012;171;1,5;-2,6;8,9;81,8;4,61;5,59;753,4;2,94;296,2;221,6;0,75;294,2;304,2;1;
2012;172;2,3;-2,3;14,9;77,8;4,71;5,67;748,8;1,80;260,9;200,9;0,77;287,9;304,1;1;
2012;173;5,7;-3,4;16,7;62,4;4,58;5,50;746,8;1,53;371,1;243,8;0,66;245,2;302,7;1;
2012;174;4,3;-0,2;16,5;78,1;5,44;6,54;747,5;1,76;147,8;106,8;0,72;294,1;306,6;1;
2012;175;2,3;1,2;3,8;94,0;5,67;6,78;743,4;3,38;75,7;59,9;0,79;319,6;309,5;1;
2012;176;4,0;-0,7;11,1;84,5;5,83;6,97;743,6;2,32;137,4;98,0;0,71;304,6;308,4;1;
2012;177;3,5;0,6;9,0;56,7;3,68;4,41;746,0;2,76;111,8;77,9;0,70;272,0;304,6;1;
2012;178;-0,7;-4,6;3,7;74,0;3,47;4,18;749,2;2,85;65,9;74,7;0,90;276,9;298,2;1;
2012;179;-0,4;-4,5;4,2;84,4;4,19;5,03;746,5;4,12;171,7;160,2;0,90;290,9;299,5;1;
2012;180;4,8;-1,3;11,3;63,8;4,45;5,40;756,1;3,17;347,1;252,7;0,73;254,7;304,6;1;
2012;181;3,6;2,1;4,8;73,5;4,82;5,82;750,4;3,12;102,5;84,7;0,83;305,6;308,3;1;
2012;182;4,0;1,6;9,4;80,9;5,49;6,60;748,0;2,87;147,5;106,4;0,72;311,4;308,4;1;
2012;183;3,9;0,6;13,1;80,4;5,40;6,49;747,3;2,87;211,3;136,9;0,65;310,3;308,5;1;
2012;184;4,5;0,5;10,7;68,9;4,85;5,79;742,3;1,95;184,8;118,5;0,64;293,9;308,3;1;
2012;185;0,5;-3,2;5,3;76,8;4,06;4,83;738,5;4,15;130,4;100,4;0,77;290,2;303,0;1;
2012;186;1,6;-3,2;7,8;69,2;3,96;4,70;739,5;3,97;328,6;233,8;0,71;271,7;302,6;1;
2012;187;5,2;-3,4;16,3;51,0;3,65;4,41;750,3;2,29;362,6;227,5;0,63;235,1;301,6;1;
2012;188;6,4;-2,5;14,5;45,6;3,65;4,36;744,3;2,51;346,3;211,0;0,61;246,0;304,2;1;
2012;189;8,6;0,1;16,9;42,8;4,02;4,77;739,5;2,58;365,4;219,2;0,60;251,9;307,4;1;
2012;190;10,7;3,8;18,9;39,4;4,29;5,12;742,7;2,80;351,6;212,3;0,60;266,9;311,6;1;
2012;191;10,8;4,9;20,0;35,4;3,82;4,58;746,5;2,62;277,9;170,2;0,61;280,9;312,6;1;
2012;192;10,6;5,0;18,1;46,1;4,90;5,91;750,2;2,68;312,7;193,8;0,62;273,7;313,2;1;
2012;193;11,1;3,5;18,3;40,1;4,39;5,30;751,7;2,93;348,1;214,6;0,62;262,7;312,3;1;
2012;194;10,8;5,0;17,7;53,3;5,57;6,73;751,3;2,70;313,7;196,2;0,63;279,5;313,3;1;
2012;195;8,7;4,3;14,9;68,1;6,22;7,51;751,7;1,93;278,0;175,1;0,63;294,9;311,9;1;
2012;196;6,0;3,4;9,7;80,2;6,23;7,48;747,2;2,63;107,7;72,4;0,67;320,4;312,1;1;
2012;197;3,5;2,7;4,9;89,7;5,85;7,04;749,3;2,38;64,2;45,1;0,70;326,6;309,4;1;
2012;198;6,3;3,3;11,6;84,8;6,70;8,11;753,3;2,72;206,7;134,6;0,65;317,6;312,3;1;
2012;199;8,7;4,0;14,8;77,3;7,15;8,65;752,4;2,58;260,7;162,3;0,62;300,9;313,7;1;
2012;200;8,6;5,1;14,0;67,3;6,17;7,43;748,1;3,89;244,9;151,3;0,62;308,7;312,9;1;
2012;201;10,4;6,2;16,2;58,2;6,06;7,28;747,3;3,28;270,8;165,3;0,61;301,7;314,5;1;
2012;202;7,9;3,0;14,6;69,2;6,21;7,43;744,4;2,30;185,0;114,2;0,62;305,5;312,1;1;
2012;203;4,4;1,7;8,4;77,1;5,29;6,41;754,0;4,35;123,3;78,3;0,63;299,4;309,6;1;
2012;204;9,0;1,1;17,5;52,6;4,88;5,87;748,0;1,98;338,1;200,4;0,59;254,0;311,1;1;
2012;205;3,0;-1,5;9,6;70,8;4,38;5,25;746,3;3,94;207,9;132,6;0,64;292,9;307,7;1;
2012;206;0,8;-2,1;3,0;90,8;4,91;5,92;750,4;3,94;138,1;116,1;0,84;306,7;305,9;1;
2012;207;5,6;1,5;13,9;72,0;5,48;6,57;745,5;2,75;196,2;130,3;0,66;288,3;309,7;1;
2012;208;6,7;0,6;16,1;71,4;5,85;7,03;747,4;1,84;233,5;148,6;0,64;305,3;310,8;1;
2012;209;8,4;4,2;15,0;60,3;5,58;6,70;746,8;2,73;220,4;134,0;0,61;281,5;312,7;1;
2012;210;7,5;2,0;13,3;58,0;5,00;6,01;747,2;2,78;230,1;138,8;0,60;288,4;311,7;1;
2012;211;8,9;2,3;16,3;51,1;4,82;5,80;748,4;2,26;304,2;180,6;0,59;257,0;311,5;1;
2012;212;9,3;4,3;15,3;52,7;5,00;6,03;751,1;2,57;254,2;147,6;0,58;279,2;313,0;1;
2012;213;7,3;2,3;12,6;60,9;5,14;6,20;750,3;2,69;194,2;113,4;0,58;307,4;312,0;1;
2012;214;7,3;2,2;12,8;56,6;4,76;5,72;747,2;2,93;278,2;161,3;0,58;278,3;311,3;1;
2012;215;2,9;-1,8;8,1;70,2;4,35;5,26;752,0;3,17;159,4;102,3;0,64;295,5;305,8;1;
2012;216;4,1;-1,9;13,6;70,3;4,81;5,80;750,0;2,71;238,6;159,7;0,67;283,4;306,9;1;
2012;217;9,7;3,0;18,0;60,1;6,09;7,33;748,2;2,87;310,0;180,3;0,58;271,0;313,8;1;
2012;218;11,8;5,1;18,4;53,1;6,09;7,32;746,9;2,72;276,0;157,9;0,57;277,6;316,8;1;
2012;219;12,0;7,8;18,6;48,1;5,50;6,62;748,2;3,14;240,9;137,1;0,57;288,6;317,2;1;
2012;220;10,8;6,4;17,5;52,1;5,58;6,72;749,1;3,03;262,9;146,7;0,56;280,0;315,5;1;
2012;221;11,1;6,2;21,3;45,2;5,02;6,07;752,9;3,17;258,1;143,7;0,56;288,4;316,2;1;
2012;222;9,7;5,5;15,6;55,4;5,40;6,53;752,4;2,72;259,7;121,9;0,47;283,2;314,8;1;
2012;223;10,1;4,3;16,5;43,2;4,35;5,22;746,4;2,39;301,1;134,1;0,45;267,7;313,8;1;
2012;224;7,6;2,7;12,6;55,3;4,71;5,69;751,1;2,37;209,9;82,8;0,39;273,1;312,0;1;
2012;225;8,1;1,2;14,5;55,1;4,63;5,61;753,2;2,13;247,9;91,5;0,37;276,0;313,8;1;
2012;226;10,3;5,6;14,9;39,3;4,06;4,91;750,8;2,90;250,2;73,9;0,30;273,7;314,5;1;
2012;227;6,1;-1,1;12,1;62,5;4,75;5,73;750,5;4,14;204,2;55,1;0,27;290,4;311,3;1;
2012;228;3,8;-2,4;13,2;65,2;4,15;5,14;770,6;1,99;276,4;117,7;0,43;256,9;306,0;1;
2012;229;7,4;0,7;14,4;42,4;3,60;4,35;750,6;2,53;301,7;107,7;0,36;235,5;307,7;1;
2012;230;9,7;4,3;15,8;35,4;3,55;4,27;748,8;2,57;297,4;96,5;0,32;249,2;312,3;1;
2012;231;10,8;5,7;17,5;37,3;3,99;4,87;760,1;2,46;291,3;88,1;0,30;259,2;314,3;1;
2012;232;11,1;4,8;17,9;43,5;4,66;5,67;755,8;2,48;246,5;70,5;0,29;292,1;316,2;1;
2012;233;9,6;4,4;16,6;49,4;4,86;5,87;751,1;2,51;204,7;54,4;0,27;280,7;314,9;1;
2012;234;7,8;4,2;11,4;53,4;4,66;5,58;744,3;2,49;130,4;34,5;0,26;278,2;313,3;1;
2012;235;6,0;2,0;12,7;69,3;5,31;6,43;753,1;2,81;227,5;56,2;0,25;282,7;310,9;1;
2012;236;4,5;-1,3;9,4;71,0;4,94;5,94;748,0;2,37;164,2;37,4;0,23;298,5;309,8;1;
2012;237;-1,4;-3,4;2,5;84,5;3,92;4,68;742,5;3,72;145,7;129,9;0,89;291,7;298,4;1;
2012;238;2,7;-4,0;11,2;64,2;4,05;4,86;745,3;2,41;283,4;234,0;0,83;227,8;294,9;1;
2012;239;7,4;-1,4;18,1;43,9;3,63;4,39;751,1;1,94;260,3;192,8;0,74;242,7;304,3;1;
2012;240;10,0;5,6;16,1;37,9;3,89;4,67;746,5;2,35;240,5;105,2;0,44;269,1;314,0;1;
2012;241;7,7;4,0;12,6;40,1;3,51;4,18;739,9;3,56;229,4;76,1;0,33;259,4;311,3;1;
2012;242;1,6;-1,7;5,6;66,7;3,73;4,48;746,6;3,46;137,7;104,0;0,76;281,9;305,0;1;
2012;243;2,6;-0,9;7,5;62,1;3,79;4,57;748,7;2,76;169,6;102,7;0,61;259,2;303,9;1;
2012;244;6,1;-0,2;14,2;37,1;2,82;3,39;749,0;2,26;226,2;106,0;0,47;247,6;305,8;1;
2012;245;1,7;-2,3;5,0;52,9;3,03;3,63;746,0;3,69;129,7;47,5;0,37;265,7;303,6;1;
2012;246;0,5;-2,1;3,4;66,0;3,47;4,16;746,8;4,39;116,5;58,4;0,50;286,0;303,0;1;
2012;247;0,2;-1,5;2,4;70,7;3,67;4,38;743,7;3,90;68,8;26,1;0,38;281,6;303,1;1;
2012;248;2,1;-1,9;8,4;65,3;3,84;4,63;750,0;3,12;240,9;80,4;0,33;260,6;304,7;1;
2012;249;-0,2;-2,2;4,1;76,5;3,78;4,59;753,7;3,62;87,2;42,0;0,48;272,9;302,1;1;
2012;250;2,7;-2,1;11,3;70,2;4,36;5,24;747,2;2,25;203,0;131,5;0,65;269,5;303,7;1;
2012;251;6,5;-0,3;14,0;40,7;3,36;4,02;744,0;2,45;239,8;100,5;0,42;236,4;304,2;1;
2012;252;7,7;4,5;12,6;49,2;4,27;5,15;750,2;2,80;238,5;75,2;0,32;241,9;311,4;1;
2012;253;4,1;-1,4;9,1;62,0;4,19;5,01;743,2;3,92;68,1;21,4;0,31;293,4;309,8;1;
2012;254;-2,0;-6,9;2,1;75,5;3,38;4,05;746,1;4,76;71,5;57,8;0,81;281,8;296,0;1;
2012;255;-5,6;-7,9;0,6;68,0;2,29;2,75;746,7;3,51;144,9;121,8;0,84;258,9;280,0;1;
2012;256;-2,2;-8,2;4,3;61,9;2,76;3,29;741,3;3,59;216,8;192,2;0,89;221,7;284,5;1;
2012;257;3,8;-3,2;10,8;59,0;3,88;4,67;749,5;3,54;220,6;153,5;0,70;231,4;301,8;1;
2012;258;5,6;2,0;9,6;39,8;2,94;3,53;747,1;3,58;217,4;88,8;0,41;230,4;306,8;1;
2012;259;5,6;0,7;11,5;41,7;3,30;3,92;739,1;2,09;206,3;68,4;0,33;245,4;306,1;1;
2012;260;2,5;-4,7;9,8;56,8;3,47;4,14;742,6;1,45;187,2;72,3;0,39;232,2;301,7;1;
2012;261;5,2;-0,3;11,8;43,2;3,22;3,85;742,1;3,13;204,7;74,3;0,36;238,8;305,4;1;
2012;262;7,2;3,6;11,1;29,6;2,50;2,98;743,3;3,85;203,9;75,1;0,37;238,8;308,8;1;
2012;263;7,1;4,1;12,2;37,3;3,15;3,76;742,4;3,80;207,4;76,6;0,37;241,8;309,8;1;
2012;264;8,1;2,4;14,7;41,6;3,76;4,49;742,1;2,65;197,2;73,5;0,37;254,0;311,1;1;
2012;265;8,8;3,9;17,7;44,4;4,19;5,02;737,0;3,92;217,6;145,4;0,67;253,5;309,3;0;
2012;266;9,4;4,8;16,6;49,7;4,86;5,84;745,0;4,17;151,5;99,8;0,66;267,7;309,3;0;
2012;267;7,7;4,3;14,6;52,2;4,56;5,50;747,7;4,08;148,7;108,0;0,73;266,7;309,3;0;
2012;268;7,4;4,2;13,4;50,5;4,31;5,19;742,0;4,31;159,6;115,8;0,73;261,4;309,3;0;
2012;269;3,7;0,1;10,3;55,1;3,63;4,37;744,5;4,34;75,8;56,5;0,75;256,4;309,3;0;
2012;270;3,2;-2,1;12,1;59,5;3,78;4,56;745,2;5,01;145,8;111,5;0,76;263,4;309,3;0;
2012;271;4,9;-0,1;13,6;53,9;3,87;4,65;752,7;4,03;159,8;117,8;0,74;258,5;309,3;0;
2012;272;6,3;0,3;14,1;59,0;4,68;5,62;744,0;2,09;258,0;204,9;0,79;275,3;309,3;0;
2012;273;5,7;2,7;10,4;50,1;3,82;4,59;750,0;1,63;183,2;144,7;0,79;254,0;309,3;0;
2012;274;3,6;0,6;8,0;62,6;4,12;4,95;739,4;2,72;193,0;144,8;0,75;271,6;309,3;0;
2012;275;4,1;1,2;7,8;42,7;2,91;3,50;748,8;3,61;139,3;97,3;0,70;232,4;309,3;0;
2012;276;-2,8;-8,3;1,6;65,1;2,69;3,24;749,4;2,23;141,2;97,4;0,69;250,5;288,1;0;
2012;277;-8,1;-12,8;-2,5;100,0;3,79;4,56;754,3;2,39;100,0;69,6;0,70;291,1;266,1;0;
2012;278;-8,6;-13,0;-0,9;100,0;2,76;3,31;752,8;1,31;121,1;88,6;0,73;288,1;264,1;0;
2012;279;-6,3;-11,6;1,0;100,0;3,99;4,79;753,4;3,93;179,6;148,4;0,83;299,0;273,3;0;
2012;280;-1,7;-5,7;3,6;80,8;3,63;4,34;752,9;4,11;91,4;77,3;0,85;284,3;292,7;0;
2012;281;0,1;-4,8;6,0;79,0;4,05;4,86;748,1;2,83;111,5;89,7;0,80;289,1;309,3;0;
2012;282;-3,5;-6,5;-0,8;75,2;2,96;3,55;745,3;4,03;104,6;81,2;0,78;266,5;285,2;0;
2012;283;-2,4;-7,3;2,4;92,0;3,92;4,69;747,0;2,66;88,1;72,3;0,82;302,1;289,7;0;
2012;284;-3,4;-8,3;-0,3;44,1;1,75;2,10;745,4;3,31;35,1;28,5;0,81;209,9;285,7;0;
2012;285;-1,8;-5,5;0,5;48,3;2,16;2,59;742,2;2,79;41,9;32,1;0,77;222,8;292,5;0;
2012;286;-0,8;-3,2;0,6;57,2;2,76;3,31;739,0;3,58;47,0;35,2;0,75;243,6;297,0;0;
2012;287;-0,4;-1,9;1,7;53,5;2,65;3,18;744,1;3,87;72,7;52,2;0,72;237,9;298,7;0;
2012;288;-0,9;-2,4;0,3;60,9;2,92;3,49;742,8;3,28;38,2;26,4;0,69;250,1;296,5;0;
2012;289;-0,2;-1,8;1,8;69,2;3,48;4,16;738,9;4,88;96,1;73,5;0,76;268,8;299,4;0;
2012;290;-4,5;-8,3;-2,0;100,0;3,85;4,59;730,1;4,29;66,5;54,1;0,81;307,1;280,8;0;
2012;291;-2,3;-4,2;0,7;86,8;3,74;4,47;742,8;5,28;104,7;84,3;0,80;293,0;290,2;0;
2012;292;-0,7;-4,0;2,8;52,0;2,53;3,02;738,6;4,18;89,2;69,4;0,78;233,7;297,3;0;
2012;293;-3,0;-4,4;-2,2;83,6;3,42;4,09;733,9;4,26;37,2;28,8;0,78;284,0;287,3;0;
2012;294;-0,4;-2,6;-4,9;77,2;3,82;4,59;734,4;3,53;48,0;38,4;0,80;283,5;298,8;0;
2012;295;-3,6;-4,5;-1,9;96,9;3,79;4,55;736,4;4,73;67,2;53,3;0,79;305,9;284,9;0;
2012;296;-3,7;-4,1;2,6;80,3;3,13;3,75;742,2;5,45;99,6;75,5;0,76;275,1;284,5;0;
2012;297;-13,1;-15,7;-6,2;100,0;2,80;3,33;735,4;2,78;41,4;29,3;0,71;268,9;246,4;0;
2012;298;-5,8;-7,0;-5,8;100,0;3,31;3,96;746,1;4,07;110,1;84,8;0,77;300,6;275,3;0;
2012;299;-7,5;-8,2;-1,1;100,0;3,70;4,42;743,1;4,35;90,2;64,5;0,71;293,5;268,4;0;
2012;300;-6,0;-7,6;-3,7;45,1;1,47;1,76;743,9;3,33;116,1;85,3;0,73;203,2;274,6;0;
2012;301;-5,2;-9,4;-1,4;97,0;3,36;4,02;742,4;4,96;85,3;69,9;0,82;298,2;277,8;0;
2012;302;-8,5;-11,6;1,2;100,0;2,99;3,57;739,0;4,84;115,9;82,3;0,71;288,5;264,3;0;
2012;303;-7,1;-7,9;-2,9;81,1;2,44;2,92;735,2;5,97;126,5;87,3;0,69;262,2;270,2;0;
2012;304;-3,2;-3,8;-2,6;51,8;2,09;2,50;740,9;4,80;42,6;32,2;0,76;224,6;286,3;0;
2012;305;-2,0;-3,8;-0,4;87,4;3,85;4,61;741,7;4,51;35,8;27,7;0,78;295,6;291,6;0;
2012;306;-2,9;-6,2;-0,7;49,1;2,03;2,43;739,6;4,06;32,6;23,9;0,73;220,8;287,9;0;
2012;307;-4,3;-6,2;-2,5;84,1;3,13;3,74;745,3;4,63;52,1;41,2;0,79;279,2;281,8;0;
2012;308;-7,5;-8,0;-6,0;100,0;3,50;4,17;739,9;3,33;61,5;49,8;0,81;293,3;268,4;0;
2012;309;-8,6;-9,8;-3,8;71,3;1,92;2,29;732,6;2,83;60,3;45,7;0,76;239,6;264,2;0;
2012;310;-2,3;-5,7;-0,2;88,6;3,83;4,57;747,2;4,67;131,8;103,1;0,78;296,4;290,2;0;
2012;311;-8,0;-10,9;-6,0;100,0;3,82;4,55;733,1;2,96;72,3;59,6;0,83;291,4;266,4;0;
2012;312;-6,4;-5,0;-5,5;86,9;2,75;3,29;736,7;4,50;64,1;53,5;0,83;275,1;272,9;0;
2012;313;-5,0;-10,0;-3,8;100,0;3,65;4,36;730,2;4,05;36,9;31,0;0,84;304,6;278,7;0;
2012;314;-4,7;-10,7;-6,6;52,3;1,89;2,25;733,5;4,90;37,3;31,0;0,83;220,2;279,9;0;
2012;315;-6,9;-10,1;-7,5;84,8;2,60;3,09;738,4;4,04;44,0;35,3;0,80;269,3;270,9;0;
2012;316;-7,3;-8,4;-4,4;68,8;2,05;2,44;734,8;4,47;27,4;23,3;0,85;240,1;269,4;0;
2012;317;-8,1;-7,4;-4,8;70,0;1,96;2,34;730,4;5,06;50,2;42,3;0,84;239,3;266,2;0;
2012;318;-14,2;-11,5;-8,1;100,0;1,86;2,22;739,3;4,18;61,0;46,5;0,76;263,9;242,4;0;
2012;319;-9,8;-9,6;-9,7;100,0;2,78;3,31;742,4;4,47;35,1;29,6;0,84;283,0;259,4;0;
2012;320;-5,7;-13,5;-7,2;72,8;2,45;2,91;735,2;3,77;58,9;48,7;0,83;253,1;275,9;0;
